shop_name,shop_category,shop_subject,shop_facility,shop_region,shop_mon,shop_tue,shop_wed,shop_thu,shop_fri,shop_sat,shop_sun,shop_note,shop_page1,shop_page2,shop_page3,shop_tel,shop_tag,shop_address,shop_lat,shop_lon,shop_img
지윤상점,종합생활용품,#주방 #욕실 #리필 #수거 #의류 #공방,#주차 #반려동물동반,경남,휴무,10:00 ~ 16:00,10:00 ~ 16:00,10:00 ~ 16:00,10:00 ~ 16:00,14:00 ~ 19:00,휴무,,https://www.instagram.com/shine_theearth,https://blog.naver.com/minjun0323,,010-5023-8357,#김해제로웨이스트샵 #김해리필스테이션 #장유제로웨이스트 #율하제로웨이스트 #김해커피클레이,경남 김해시 율하2로126번길 6-5 1층 102호,35.1686723,128.8143459,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220213_233%2F1644755568081Ryc1E_JPEG%2F6156BAEC-7C3C-4495-A725-A4EB58F8A923.jpeg
차차,카페,#주방 #욕실 #문구 #식료품 #카페,#단체석 #포장 #배달 #예약 #무선인터넷 #반려동물동반,경기,휴무,11:30 ~ 21:00,11:30 ~ 21:00,11:30 ~ 21:00,11:30 ~ 21:00,11:30 ~ 21:00,11:30 ~ 21:00,,https://smartstore.naver.com/cha-cha-,https://www.instagram.com/chacha_zip,https://chachazip.com/,070-4120-1710,,경기 고양시 일산동구 산두로 138 1층 차차,37.6699738,126.7854227,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221021_20%2F16663238927811FHGL_JPEG%2FIMG_6226.jpg
찾아가는 리필트럭 그루,종합생활용품,#주방 #욕실 #리필,#방문접수/출장 #예약,경남,09:00 ~ 20:00,09:00 ~ 20:00,09:00 ~ 20:00,09:00 ~ 20:00,09:00 ~ 20:00,휴무,휴무,,,,,0507-1413-4412,#리필트럭 #리필스테이션 #제로웨이스트 #친환경 #양산,경남 양산시 물금읍 물금로 75,35.307166,128.985309,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220325_283%2F1648190608354qws0G_JPEG%2F%25B8%25AE%25C7%25CA%25C6%25AE%25B7%25B0.jpg
채움소,종합생활용품,#주방 #욕실 #리필,#주차 #반려동물동반 #남/녀화장실구분,인천,12:30 ~ 20:00,12:30 ~ 20:00,휴무,12:30 ~ 20:00,12:30 ~ 20:00,12:30 ~ 20:00,휴무,,https://blog.naver.com/chaeum_refillshop,https://www.instagram.com/chaeum_refillshop,,070-8065-2776,#영종도리필스테이션 #인천제로웨이스트샵 #인천리필샵 #영종도제로웨이스트샵 #영종도비건,인천 중구 하늘달빛로 78 영종힐링프라자 108호,37.4863418,126.5583362,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220428_287%2F1651141436985g9tIL_JPEG%2FF828E89E-6561-4F47-8083-2AC4A1F5702E.jpeg
채즈칩스스토어,종합생활용품,#화장품 #악세사리,#포장 #반려동물동반,인천,휴무,13:00 ~ 21:00,13:00 ~ 21:00,13:00 ~ 21:00,13:00 ~ 21:00,13:00 ~ 21:00,13:00 ~ 21:00,,https://www.instagram.com/chazzchips_official_,https://blog.naver.com/chazzchips,https://smartstore.naver.com/chazzchips_store,0507-1353-2602,#포스터 #캔들 #액세서리 #제로웨이스트 #스티커,인천 부평구 부평대로32번길 20 2층 채즈칩스 스토어,37.4942871,126.724153,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200911_290%2F1599814013867OHkzt_JPEG%2FnLhOXUgWOCXTlZ1Vv9nxLvD7.jpgg
책방소리소문,서점,#도서,#주차,제주,11:00 ~ 18:00,휴무,휴무,11:00 ~ 18:00,11:00 ~ 18:00,11:00 ~ 18:00,11:00 ~ 18:00,,http://instagram.com/sorisomoonbooks,,,010-8298-9884,#제로웨이스트샵,제주특별자치도 제주시 한경면 저지동길 8-31 1층,33.333414,126.2657105,https://img1.kakaocdn.net/cthumb/local/R1920x0/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F9af29e30172f8a4f269d5f2d04eaab0d7bb69ca6%3Foriginal
천연제작소 양산점,종합생활용품,#주방 #욕실 #리필,#주차,경남,10:00 ~ 17:00,10:00 ~ 17:00,10:00 ~ 17:00,10:00 ~ 17:00,10:00 ~ 17:00,10:00 ~ 17:00,10:00 ~ 17:00,12:00 ~ 13:00 휴게시간,http://smartstore.naver.com/candleandblume,https://www.instagram.com/natural_factory2015/,,070-8691-3200,#제로웨이스트샵 #세제소분샵 #친환경제품 #양산제로웨이스트샵 #화장품소분샵,경남 양산시 물금읍 백호2길 28-6 1층,35.3112801,128.9883633,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210821_219%2F1629513608925YiXJd_JPEG%2Fz3wl9QN2mXEi8qXs1HNEiWdk.jpg
초록별상점,종합생활용품,#주방 #욕실 #리필 #수거,#주차 #포장 #예약 #무선인터넷 #남/녀화장실구분,경북,휴무,14:00 ~ 18:00,14:00 ~ 18:00,14:00 ~ 18:00,14:00 ~ 18:00,14:00 ~ 18:00,휴무,,https://blog.naver.com/jini9014,http://instagram.com/ecosome_official,http://m.smartstore.naver.com/eco-some,0507-1346-1214,#구미제로웨이스트샵 #구미세제리필스테이션 #구미자원순환가게 #에코썸코리아 #구미수세미농장,경북 구미시 인동가산로 337-7 영무예다음2차 상가 101호,36.0915606,128.4468149,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220102_112%2F16411087025129QzIy_JPEG%2F20211229_132204.jpg
초록숲상점,종합생활용품,#주방 #욕실 #식료품 #리필 #수거,#주차 #반려동물동반,경기,휴무,12:00 ~ 18:00,12:00 ~ 18:00,12:00 ~ 18:00,12:00 ~ 18:00,12:00 ~ 17:00,휴무,,http://www.instagram.com/choroksoup_store,https://smartstore.naver.com/choroksoup,,0507-1454-0046,#평택제로웨이스트샵 #안성제로웨이스트샵 #평택소품샵 #경기도제로웨이스트샵 #초록숲상점,경기 평택시 용죽6길 22 101호 초록숲상점,36.9978933,127.1274443,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210829_113%2F1630237875225Ry9of_JPEG%2FwB4h0LB0r6dXSlSkcKLk1Idh.jpeg.jpg
친한가게,종합생활용품,#주방 #욕실 #공방 #카페,#주차 #무선인터넷 #반려동물동반 #남/녀화장실구분,경기,10:00 ~ 22:00,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,휴무,,http://instagram.com/friendlystore_namyangju,,,0507-1491-2060,#제로웨이스트 #소분샵 #리필스테이션 #친환경매장 #호평동테라스카페,경기 남양주시 호평로46번안길 25 1층 일부,37.6551152,127.2479246,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220714_10%2F16577705086270TnFq_JPEG%2FA73E1E78-A6C0-4BC9-BAA6-6E4810B47808.jpeg
칠암사계 아트샵,종합생활용품,#주방 #욕실 #문구 #화장품 #카페,#주차 # #포장,부산,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,11:00 ~ 12:00 휴게시간,https://www.instagram.com/chilamsagye/,,,0507-1321-4901,#칠암사계 #선물 #굿즈 #친환경,부산 기장군 일광읍 칠암1길 7-10,35.2990988,129.2591565,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220209_23%2F1644374477062T28Qa_JPEG%2FIMGL1775-0.jpg
카페 쓸,카페,#주방 #욕실 #리필 #카페,#주차 #포장 #무선인터넷 #반려동물동반,서울,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 21:00,10:00 ~ 19:00,공휴일 10:00 ~ 19:01,https://blog.naver.com/magazine_ssssl,https://www.instagram.com/cafe.ssssl,,010-5066-3954,,서울 은평구 통일로 684 서울혁신파크 정문 옆,37.6084167,126.9337532,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220809_193%2F16600372760919JGXv_PNG%2F%25C4%25B8%25C3%25B3.PNG
카페 아르모니,카페,#카페,#포장 #무선인터넷 #남/녀화장실구분,경기,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,11:00 ~ 21:00,휴무,,http://instagram.com/cafe_harmony12,,,031-983-6981,,경기 김포시 김포대로 841 4층 405호,37.6195004,126.7199931,https://ldb-phinf.pstatic.net/20211214_130/1639449668445VhbIG_JPEG/A9F91E2E-BD3A-4355-9A72-265151486BE2.jpeg
캑터스커피,카페,#카페,#포장 #무선인터넷 #반려동물동반,부산,13:00 ~ 21:00,13:00 ~ 21:00,13:00 ~ 21:00,13:00 ~ 21:00,13:00 ~ 21:00,13:00 ~ 20:00,13:00 ~ 20:00,,https://www.instagram.com/cactus__takeyourtime,,,0507-1467-8123,,부산 금정구 금강로291번길 1 1층,35.2340042,129.0856176,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211114_63%2F1636844421868NOWCE_JPEG%2FCA6F30AE-2672-42B0-B757-EDCE6E3DE996.jpeg
커피도가 헤리티지 신촌이대점,카페,#카페,#포장 #무선인터넷 #반려동물동반 #남/녀화장실구분,서울,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,12:00 ~ 22:00,12:00 ~ 22:00,,https://instagram.com/coffee_doga_heritage?utm_medium=copy_link,,,0507-1409-8314,,서울 서대문구 이화여대5길 9 1층 102호,37.5582145,126.9451398,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210611_207%2F1623408873868nOOD2_JPEG%2Fux1eLobzteKVgrcRaP587Z-U.jpeg.jpgg
코뿔소책방,서점,#도서,#무선인터넷,경기,휴무,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 21:00,10:00 ~ 18:00,휴무,공휴일 휴무,http://www.instagram.com/dreambookshop.rhino,,,010-2788-5910,#문화예술공간 #세제리필샵 #심야책방 #제로웨이스트샵,경기 김포시 김포한강11로438번길 123 상가동 109호,37.6342473,126.7370613,https://img1.kakaocdn.net/cthumb/local/R1920x0/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FB732637719BA4509AE605CC798D23B56
클로버릿,공방,#주방 #욕실 #공방,#주차 #포장 #배달 #방문접수/출장 #예약 #무선인터넷 #반려동물동반,충북,휴무,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,휴무,,https://blog.naver.com/cloverite,https://www.instagram.com/cloverite_soap,,0507-1321-3262,#비누공방 #공방 #비누 #아로마공방 #제로웨이스트,"충북 청주시 흥덕구 풍년로198번길 45-2 1층, 클로버릿",36.6308104,127.4320833,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221025_89%2F1666666321201W2TOi_JPEG%2F20220915_131114.jpg
타이거릴리,화장품,#주방 #욕실 #화장품,#포장 #무선인터넷 #반려동물동반,서울,12:00 ~ 20:00,12:00 ~ 20:00,12:00 ~ 20:00,12:00 ~ 20:00,12:00 ~ 20:00,12:00 ~ 20:00,12:00 ~ 20:00,,http://tigerlily.kr/,https://www.instagram.com/tigerlily.seoul,,0507-1361-5372,#비건 #제로웨이스트샵 #향수 #디퓨저 #비누,서울 마포구 포은로 119 1층,37.5575337,126.9042254,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210619_226%2F1624106532559geBb6_JPEG%2Fr5wIe6UZ8Njd0AqVNtCpLwyJ.jpeg.jpg
탄소창고,종합생활용품,#주방 #욕실 #문구,#주차,대전,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,휴무,휴무,,https://blog.naver.com/carbonstorage,https://www.instagram.com/carbon.storage/,https://smartstore.naver.com/carbonstorage,0507-1406-3036,#친환경플라스틱 #제로웨이스트샵 #제로웨이스트 #대전제로웨이스트샵 #친환경제품,대전 유성구 문화원로146번길 7-21,36.3570449,127.353083,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210612_88%2F1623472722542JXPYe_JPEG%2FHaUY9K4Q1AHOsmgkjvWQNQsl.jpg
탄탄제로 제로웨이스트샵,종합생활용품,#주방 #욕실 #리필 #식료품,#포장 #배달 #예약 #무선인터넷 #남/녀화장실구분,서울,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,,https://blog.naver.com/v1coop,https://www.instagram.com/tantanzero_waste/,,070-4035-3318,#리필스테이션,"서울 동작구 사당로16다길 56 1층 우측상가 ""탄탄제로""",37.4833302,126.9700942,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221013_234%2F1665623805271RttIp_JPEG%2FScreenshot_20221011_181018_Instagram.jpg
테이블220,종합생활용품,#주방 #욕실 #카페,#단체석 #주차 #무선인터넷 #남/녀화장실구분,서울,11:00 ~ 16:00,11:00 ~ 16:00,11:00 ~ 16:00,11:00 ~ 16:00,11:00 ~ 16:00,휴무,휴무,,http://instagram.com/table_220,,,070-7576-4977,#숨공춤공 #제로웨이스트샵 #버려지는원두포대가방 #쓸백,서울 양천구 신월로 220 101호,37.5212933,126.8466124,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200331_11%2F1585653701761juAfx_JPEG%2F1j5MEneodtfV-CD3_7SPmFly.jpg
투리빙,종합생활용품,#주방 #욕실,#주차 #포장 #남/녀화장실구분 #장애인편의시설,서울,09:30 ~ 18:00,09:30 ~ 18:00,09:30 ~ 18:00,09:30 ~ 18:00,09:30 ~ 18:00,09:30 ~ 15:00,09:30 ~ 15:00,,https://blog.naver.com/toliving,https://www.instagram.com/,https://smartstore.naver.com/toparts,010-7615-3934,#친환경제품 #제로웨이스트 #고체치약 #레이저마킹 #각인,서울 관악구 신원로 35 지하2층 B201호,37.4821999,126.928909,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220902_4%2F1662115648389affbV_PNG%2F%25C5%25F5%25B8%25AE%25BA%25F9%25B7%25CE%25B0%25ED.png
페이퍼넛츠,카페,#카페 #식료품,#주차 #포장 #예약 #무선인터넷 #반려동물동반,서울,휴무,휴무,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 18:00,11:00 ~ 18:00,,http://www.papernuts.kr/,http://smartstore.naver.com/papernuts,,02-6408-7799,,서울 서대문구 거북골로24길 37-8 1층,37.5812074,126.9082238,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200404_252%2F1585967946063IJX8q_JPEG%2FnnJ_5q5pMi2izzGVuoKDrehj.JPG.jpg
포레슈 리필트럭,화장품,#주방 #욕실 #리필,#반려동물동반 #주차 #장애인편의시설,경기,10:00 ~ 16:00,10:00 ~ 16:00,10:00 ~ 16:00,10:00 ~ 16:00,10:00 ~ 14:00,휴무,휴무,,http://www.foresuu.com,smartstore.naver.com/beatheart,blog.naver.com/beatheartkorea,1833-3734,#제로웨이스트 #제로웨이스트샵 #친환경 #리필트럭 #플로깅,경기 김포시 태장로 741 621호,37.6379309,126.6825156,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220110_78%2F1641801316275F0pJn_JPEG%2F1.JPG
포어스. For Earth/Us,종합생활용품,#주방 #욕실 #문구 #리필 #수거 #의류,#주차,대전,10:00 ~ 17:30,10:00 ~ 17:30,휴무,10:00 ~ 17:30,10:00 ~ 17:30,10:00 ~ 17:30,휴무,,,,,0507-1374-2171,#제로웨이스트샵 #노플라스틱 #노비닐 #고체향수 #대나무칫솔,대전 대덕구 계족로564번길 5 1층(하나로클리닉 별관2),36.3620776,127.4318126,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211213_153%2F1639396796697qwAIS_JPEG%2F20211213_160529.jpg
푸른별상점,종합생활용품,#주방 #욕실 #리필 #식료품 #수거,#주차 #무선인터넷 #반려동물동반 #장애인편의시설,충남,휴무,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,휴무,,https://www.instagram.com/pureun_byul,,,010-2694-3655,#천안제로웨이스트샵 #친환경살림 #삼베실수세미 #천연밀랍제품 #공정무역,충남 천안시 동남구 청수10길 46 1층 푸른별상점,36.7820082,127.1549662,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210904_163%2F1630733563934q6fMP_JPEG%2F_37qWYPvuziR2GIvJ_L6wS-I.jpeg.jpg
푸른봄 x moowee,공방,#욕실 #화장품 #공방,#주차 #예약,충북,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,,https://www.instagram.com/%ED%91%B8%EB%A5%B8%EB%B4%84%EC%9D%84%EB%B3%B4%EB%8B%A4,https://blog.naver.com/mooweelife,,010-7935-6176,#원데이클래스 #향수만들기 #입욕제 #제로웨이스트 #천연화장품,충북 청주시 흥덕구 대신로40번길 36-6,36.6363531,127.4380544,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211102_210%2F1635843749692pMxFD_JPEG%2Fuhuy3mIvbkSh9gEs3hXFIi7J.jpg
품앗이마을 지족점,식료품,#주방 #욕실 #리필 #수거 #식료품,#단체석 #주차 #배달 #무선인터넷 #남/녀화장실구분,대전,09:00 ~ 20:00,09:00 ~ 20:00,09:00 ~ 20:00,09:00 ~ 20:00,09:00 ~ 20:00,09:00 ~ 20:00,09:00 ~ 18:00,,https://blog.naver.com/poomasimaul,https://www.instagram.com/poomasimaul,,042-716-0019,#로컬푸드 #친환경 #제로웨이스트 #제로웨이스트샵 #대전제로웨이스트샵,대전 유성구 지족로364번길 40,36.3852218,127.3183379,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211227_156%2F1640584837518aeyVY_JPEG%2F%25C1%25F6%25C1%25B7%25C1%25A1%2528%25C3%25D6%25C1%25BE%2529.jpg
프로젝트숲,카페,#카페,#주차 #포장 #예약 #무선인터넷,강원,휴무,휴무,휴무,휴무,휴무,12:00 ~ 17:30,09:00 ~ 14:30,,http://instagram.com/healing_in_the_forest,,,0507-1376-1981,,강원 영월군 무릉도원면 엄둔길 165 프로젝트 숲,37.3250788,128.23411,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220118_227%2F1642505494707yfIEU_JPEG%2F261852513_2769967603303055_7691537590321263062_n.jpg
플라로마,공방,#화장품 #공방,#방문접수/출장 #예약 #무선인터넷,서울,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,14:00 ~ 18:00,,,,,0507-1359-6795,#아로마원데이클래스 #천연화장품DIY #제로웨이스트 #아로마자격증수업 #감정오일상담,서울 종로구 창덕궁길 30 2층 플라로마,37.5788011,126.9893028,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220912_285%2F1662947967321k9DdM_JPEG%2FGreen_and_Brown_Modern_Daily_Motivational_Quote_Instagram_Post.jpg
피에스비 커피바,카페,#카페,#단체석 #무선인터넷 #남/녀화장실구분,서울,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,12:00 ~ 20:00,휴무,,http://psb.oopy.io/,https://www.instagram.com/psb_coffeebar,,0507-1396-5119,,서울 성동구 서울숲길 53,37.5481485,127.0434602,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211217_99%2F1639735184767MGFSV_JPEG%2Fpsb_coffeebar.jpg
하늘누에,종합생활용품,#악세사리 #공방,#주차 #예약 #무선인터넷 #남/녀화장실구분,경기,09:30 ~ 17:30,09:30 ~ 17:30,09:30 ~ 17:30,09:30 ~ 17:30,09:30 ~ 17:30,휴무,휴무,13:00 ~ 13:30 휴게시간,https://www.koreanroom.com/,,,032-653-6535,#기념품 #섬유공예품 #생활용품 #제로웨이스트 #자수수업,"경기 부천시 신흥로 170-1 6동 3층 304-1,2호(중동, 위브더스테이 트)",37.4986253,126.7786011,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220916_173%2F16633311921138x9LI_JPEG%2FIMG_20220906_163306_692.jpg
하움 아로마공방&제로웨이스트샵,공방,#주방 #욕실 #화장품 #공방,#주차 #예약 #무선인터넷 #반려동물동반 #남/녀화장실구분,경기,10:30 ~ 19:00,10:30 ~ 19:00,10:30 ~ 19:00,10:30 ~ 19:00,10:30 ~ 19:00,10:30 ~ 19:00,휴무,,http://도테라수원.한국/,https://blog.naver.com/haum__,https://www.instagram.com/haum_doterra/,010-9938-7787,#수원아로마공방 #영통구아로마공방 #수원원데이클래스 #수원도테라 #수원제로웨이스트샵,경기 수원시 영통구 효원로 363 매탄위브하늘채 B상가 3층 314호,37.2613995,127.0405068,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220714_68%2F16578075292873YXH4_JPEG%2F20220707_102436.jpg
해달별살롱,종합생활용품,#화장품 #공방 #카페,#주차,경북,휴무,휴무,휴무,휴무,휴무,11:00 ~ 18:00,11:00 ~ 18:00,,,,,0507-1394-2579,#제로웨이스트샵 #제로웨이스트카페 #환경수업 #친환경 #지속가능한삶,경북 문경시 마성면 봉생1길 13,36.661247,128.1188599,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211022_32%2F16348836003440GNL5_JPEG%2FaxwfdbpgwheYeZF3GUtaGL75.jpg
핸드메이드라이프,종합생활용품,#주방 #욕실 #화장품 #수거 #리필 #카페 #위생,#무선인터넷 #반려동물동반 #주차,제주,11:00 ~ 18:00,휴무,11:00 ~ 18:00,11:00 ~ 18:00,11:00 ~ 18:00,11:00 ~ 18:00,11:00 ~ 18:00,,https://www.instagram.com/handmadelife79/,,,010-9620-1351,#세제리필샵 #제로웨이스트샵,제주특별자치도 서귀포시 대정읍 상모로 256,33.2241084,126.2617823,https://img1.kakaocdn.net/cthumb/local/R1920x0/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FC013B336ED994887AE50585FBBBCAF50
행복중심서울동북소비자생협공릉매장,종합생활용품,#주방 #욕실 #식료품,#주차 #포장 #배달 #남/녀화장실구분,서울,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 20:00,10:00 ~ 18:00,,,,,02-975-7145,#제로웨이스트샵 #유기농 #친환경 #제로웨이스트 #행복중심생협,서울 노원구 공릉로34길 23,37.6229375,127.0803205,
헬로우버터,공방,#주방 #욕실 #공방,#무선인터넷 #반려동물동반 #주차 #장애인편의시설,충남,휴무,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,,https://www.instagram.com/__hellobutter/,blog.naver.com/ulim4130,pf.kakao.com/_EXxius,0507-1484-0304,#서산공방 #서산비누공방 #서산원데이클래스 #서산출강 #서산캔들공방 #비누공방 #원데이클래스 #제로웨이스트샵 #캔들공방,충남 서산시 율지3로 36 태양빌딩 1층 3호,36.777395,126.4631298,https://img1.kakaocdn.net/cthumb/local/R1920x0/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FEC7AA39A12A24703AF3CE8CD55B39098
협동조합 비니루없는점빵,종합생활용품,#수거 #리필,#주차,전북,휴무,휴무,12:30 ~ 19:00,12:30 ~ 19:00,12:30 ~ 19:00,12:30 ~ 19:00,12:30 ~ 19:00,,,,,0507-1335-9814,#제로웨이스트자원순환벌크제품,전북 남원시 광한북로 34-3 협동조합 비니루없는점빵,35.4059043,127.3801375,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220825_66%2F1661399985268O2457_JPEG%2F2.jpg
협동조합농부장터,식료품,#식료품 #카페,#무선인터넷 #반려동물동반 #주차 #장애인편의시설,대구,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,,http://coopnb.com,,,053-321-0909,#사회적기업 #제로웨이스트샵 #제로페이,대구 북구 학정로 137,35.9252476,128.5538337,https://img1.kakaocdn.net/cthumb/local/R1920x0/?fname=https%3A%2F%2Fk.kakaocdn.net%2Fdn%2FbLhdG7%2FbtrxTP0pHN4%2FyoxrXbLNsh80XKxxvnWHu0%2Fimg.png
호호데이천연공방,공방,#주방 #욕실 #공방,#주차,부산,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,,https://smartstore.naver.com/hohoday,https://www.instagram.com/hohoday_soap/?igshid=YmMyMTA2M2Y%3D,https://pf.kakao.com/_yxbxkRs,010-3974-3687,#비누공방 #원데이클래스 #제로웨이스트샵 #향수공방,부산 남구 수영로 312 21센츄리빌딩 1312호,35.0945123,128.902405,https://img1.kakaocdn.net/cthumb/local/R1920x0/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMjExMDhfMTI5%2FMDAxNjY3ODY5OTIzNDky.AJ0lNlAau3QJy5rLCGPEq46V1m3RBvGHfZoOx3dt57kg.GsdDwdR-peE_ShsaOEDxOJxbNvs3W2_DTeLsUNDzy1Ug.JPEG.ch__yn%2FSE-880EE671-418F-4657-8AAB-58D58D486D97.jpg%3Ftype%3Dw966
